age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp_var_rate;cons_price_idx;cons_conf_idx;euribor3m;nr_employed;y;y_numeric
23;admin.;married;professional.course;no;no;yes;telephone;jun;mon;266;3;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1;no;0
44;management;divorced;university.degree;no;no;no;cellular;apr;fri;1091;1;999;1;failure;-1.8;93.075;-47.1;1.479;5099.1;no;0
30;management;married;university.degree;no;yes;no;cellular;oct;tue;1226;2;999;0;nonexistent;-3.4;92.431;-26.9;0.742;5017.5;yes;1
42;entrepreneur;married;university.degree;no;yes;no;telephone;may;tue;154;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
33;self-employed;divorced;university.degree;no;no;no;cellular;may;thu;345;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;no;0
37;admin.;married;university.degree;no;no;no;cellular;aug;thu;305;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.883;5076.2;no;0
31;admin.;single;university.degree;no;no;no;telephone;may;wed;90;8;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
35;admin.;married;university.degree;unknown;no;no;cellular;aug;mon;45;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
30;services;married;professional.course;unknown;no;no;telephone;may;mon;311;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
34;entrepreneur;married;basic.9y;unknown;yes;no;cellular;aug;wed;156;10;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
31;self-employed;unknown;professional.course;no;no;no;cellular;jul;thu;505;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no;0
52;unemployed;married;unknown;no;yes;no;cellular;jul;mon;199;7;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
58;retired;married;unknown;unknown;yes;no;telephone;jul;mon;121;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
45;blue-collar;married;basic.4y;no;no;no;cellular;jul;fri;144;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
36;technician;divorced;professional.course;no;yes;no;telephone;may;thu;223;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
42;blue-collar;married;basic.6y;no;yes;no;telephone;jun;mon;1036;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;yes;1
49;blue-collar;married;basic.4y;no;no;yes;telephone;jul;mon;256;15;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
50;entrepreneur;married;university.degree;no;no;no;cellular;may;tue;549;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
56;management;married;professional.course;no;no;no;cellular;jul;wed;291;2;999;0;nonexistent;-2.9;92.469;-33.6;1.085;5076.2;no;0
49;blue-collar;married;university.degree;no;no;no;cellular;nov;fri;170;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no;0
43;admin.;single;university.degree;no;yes;no;cellular;apr;mon;670;4;11;1;success;-1.8;93.075;-47.1;1.405;5099.1;yes;1
54;self-employed;married;professional.course;unknown;no;no;telephone;may;wed;252;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
53;admin.;married;university.degree;no;yes;no;cellular;jul;thu;51;33;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no;0
26;student;single;high.school;no;yes;no;cellular;jul;tue;432;1;999;0;nonexistent;-2.9;92.469;-33.6;1.044;5076.2;no;0
27;admin.;married;high.school;no;no;no;cellular;may;mon;88;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;no;0
49;technician;married;professional.course;no;yes;no;cellular;jul;fri;190;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
37;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;191;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
35;entrepreneur;single;university.degree;no;no;no;cellular;jul;mon;180;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
46;admin.;divorced;university.degree;no;no;no;telephone;jun;thu;353;2;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no;0
54;technician;married;professional.course;unknown;yes;no;cellular;aug;mon;365;2;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1;no;0
34;self-employed;single;university.degree;no;no;no;cellular;jul;wed;1211;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes;1
31;blue-collar;divorced;basic.9y;no;yes;no;telephone;may;fri;209;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
34;management;married;university.degree;no;yes;no;telephone;jun;thu;111;3;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;no;0
34;technician;single;professional.course;no;yes;no;cellular;aug;tue;110;2;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
47;admin.;single;unknown;unknown;yes;yes;telephone;may;tue;410;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
33;technician;married;high.school;no;no;no;telephone;jul;tue;176;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
52;blue-collar;married;basic.4y;no;yes;no;cellular;jul;thu;156;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no;0
38;blue-collar;married;basic.6y;no;yes;no;cellular;jul;wed;126;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
37;blue-collar;single;professional.course;no;yes;yes;cellular;may;wed;161;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no;0
62;technician;married;unknown;no;yes;no;cellular;apr;fri;215;2;999;1;failure;-1.8;93.749;-34.6;0.645;5008.7;no;0
68;retired;married;basic.4y;no;yes;no;cellular;jul;wed;665;1;999;0;nonexistent;-2.9;92.469;-33.6;1.0290000000000001;5076.2;no;0
26;admin.;single;high.school;no;yes;no;cellular;nov;mon;262;1;3;1;success;-3.4;92.649;-30.1;0.715;5017.5;yes;1
42;admin.;married;high.school;no;yes;no;telephone;may;mon;248;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
45;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;944;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
35;admin.;single;university.degree;no;yes;no;cellular;nov;thu;218;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
46;management;married;university.degree;no;yes;yes;cellular;nov;thu;884;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
34;technician;divorced;professional.course;no;yes;yes;cellular;apr;fri;180;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no;0
35;admin.;divorced;university.degree;no;no;no;telephone;jun;tue;51;8;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no;0
75;retired;married;basic.4y;no;no;yes;cellular;aug;fri;714;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8809999999999999;5076.2;yes;1
39;management;single;university.degree;no;no;no;telephone;jun;mon;670;3;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;yes;1
34;admin.;single;university.degree;no;yes;no;cellular;may;wed;234;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.281;5099.1;no;0
41;technician;married;high.school;no;no;no;telephone;may;fri;257;6;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
36;technician;single;university.degree;unknown;no;no;cellular;aug;tue;73;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
44;admin.;married;university.degree;no;no;no;cellular;apr;thu;172;1;999;0;nonexistent;-1.8;93.075;-47.1;1.406;5099.1;yes;1
51;unemployed;married;professional.course;unknown;yes;yes;cellular;jul;thu;901;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes;1
36;admin.;divorced;university.degree;no;yes;no;cellular;aug;wed;161;2;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.879;5076.2;no;0
43;management;single;university.degree;no;unknown;unknown;cellular;may;thu;274;3;999;1;failure;-1.8;92.89299999999999;-46.2;1.327;5099.1;no;0
30;services;married;university.degree;unknown;no;yes;telephone;jun;mon;87;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no;0
26;services;single;high.school;no;yes;no;telephone;may;fri;123;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no;0
36;blue-collar;married;basic.9y;no;unknown;unknown;cellular;may;fri;68;5;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
39;self-employed;married;university.degree;no;no;no;cellular;jul;mon;175;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
27;technician;married;professional.course;no;no;no;telephone;may;wed;148;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
23;blue-collar;single;basic.9y;no;no;yes;cellular;jul;mon;105;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
32;self-employed;single;university.degree;no;yes;no;cellular;jul;thu;940;1;14;1;success;-2.9;92.469;-33.6;1.072;5076.2;yes;1
54;admin.;married;university.degree;no;no;no;cellular;mar;mon;47;2;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.56;5099.1;no;0
26;entrepreneur;married;university.degree;no;yes;no;telephone;jun;fri;168;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no;0
45;technician;single;university.degree;no;no;no;cellular;may;fri;272;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
40;admin.;married;university.degree;unknown;yes;no;cellular;aug;thu;343;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
23;student;single;unknown;no;no;no;cellular;jul;tue;165;2;16;1;success;-1.7;94.215;-40.3;0.8759999999999999;4991.6;yes;1
35;admin.;married;high.school;no;yes;no;cellular;may;fri;141;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
33;blue-collar;single;basic.9y;no;no;no;telephone;jun;mon;109;2;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;no;0
47;blue-collar;married;high.school;no;yes;no;cellular;may;fri;191;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
47;admin.;married;high.school;no;no;yes;telephone;may;wed;139;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
35;admin.;single;university.degree;unknown;no;no;cellular;jul;thu;250;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
52;blue-collar;married;basic.4y;no;no;no;telephone;may;fri;136;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
35;blue-collar;married;unknown;unknown;no;no;cellular;jul;tue;560;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;yes;1
39;services;divorced;high.school;no;yes;no;cellular;jul;thu;56;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
35;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;fri;90;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
42;blue-collar;divorced;basic.6y;unknown;yes;no;telephone;may;wed;107;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
38;blue-collar;single;basic.9y;no;no;no;telephone;may;thu;73;5;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
32;blue-collar;single;basic.9y;no;yes;no;telephone;jun;wed;75;1;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no;0
24;student;single;unknown;no;no;no;cellular;oct;fri;114;4;999;0;nonexistent;-3.4;92.431;-26.9;0.73;5017.5;no;0
46;management;married;university.degree;no;no;no;cellular;may;mon;123;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;no;0
33;blue-collar;married;basic.9y;unknown;yes;no;cellular;may;thu;449;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes;1
31;student;single;unknown;no;no;yes;cellular;may;mon;535;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.354;5099.1;no;0
36;services;divorced;university.degree;no;no;no;cellular;may;fri;67;4;999;1;failure;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
49;management;divorced;university.degree;no;yes;no;telephone;aug;mon;26;1;999;0;nonexistent;-1.7;94.027;-38.3;0.888;4991.6;no;0
29;admin.;single;university.degree;no;no;no;cellular;aug;thu;15;9;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no;0
28;blue-collar;single;basic.9y;no;yes;no;telephone;may;tue;49;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
21;student;single;basic.9y;no;no;no;cellular;mar;wed;363;1;6;1;success;-1.8;93.369;-34.8;0.655;5008.7;yes;1
21;student;single;basic.9y;no;no;no;cellular;nov;mon;59;2;999;0;nonexistent;-3.4;92.649;-30.1;0.722;5017.5;no;0
31;blue-collar;married;basic.6y;no;no;no;telephone;jul;tue;107;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
36;blue-collar;married;basic.6y;unknown;no;no;telephone;may;thu;31;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
36;services;married;high.school;no;no;no;telephone;jun;fri;166;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
58;blue-collar;married;basic.4y;unknown;yes;no;cellular;may;tue;451;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
42;blue-collar;divorced;basic.9y;no;no;no;telephone;may;wed;189;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
39;blue-collar;married;basic.6y;no;yes;no;telephone;may;thu;338;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
23;blue-collar;single;high.school;no;yes;no;cellular;may;mon;115;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;no;0
37;entrepreneur;married;university.degree;no;yes;no;cellular;jul;wed;538;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
51;admin.;married;university.degree;no;yes;no;cellular;aug;wed;113;3;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
41;technician;single;university.degree;unknown;yes;no;telephone;jun;mon;178;4;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no;0
33;technician;divorced;professional.course;no;no;no;telephone;may;wed;85;4;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
33;admin.;married;professional.course;no;yes;yes;telephone;jun;fri;248;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no;0
26;student;single;basic.9y;no;unknown;unknown;cellular;oct;tue;92;1;999;1;failure;-3.4;92.431;-26.9;0.742;5017.5;no;0
55;entrepreneur;divorced;university.degree;no;no;no;cellular;nov;fri;48;1;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no;0
56;technician;divorced;university.degree;unknown;no;no;cellular;jul;thu;59;12;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no;0
61;unknown;single;basic.4y;no;yes;yes;cellular;may;tue;131;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;no;0
31;services;married;high.school;no;no;no;telephone;jun;tue;37;6;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no;0
57;admin.;divorced;high.school;no;yes;no;cellular;apr;fri;97;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
34;blue-collar;single;high.school;no;no;yes;telephone;may;tue;160;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
46;blue-collar;married;basic.4y;unknown;yes;yes;cellular;nov;thu;60;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
29;admin.;single;unknown;no;yes;no;cellular;jul;mon;179;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
49;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;49;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
49;services;married;high.school;no;yes;no;telephone;jun;fri;25;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
29;unemployed;married;basic.4y;unknown;yes;no;cellular;nov;thu;166;3;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
32;blue-collar;married;basic.9y;no;no;no;telephone;may;tue;85;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
85;retired;married;basic.4y;unknown;yes;no;cellular;apr;tue;129;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes;1
36;self-employed;married;basic.9y;no;yes;no;cellular;nov;thu;317;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
30;admin.;married;university.degree;no;yes;no;cellular;apr;thu;243;3;999;0;nonexistent;-1.8;93.075;-47.1;1.483;5099.1;yes;1
47;management;married;basic.4y;unknown;yes;no;cellular;nov;wed;117;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no;0
42;blue-collar;married;basic.4y;no;yes;yes;telephone;may;wed;97;5;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
52;housemaid;married;basic.4y;no;yes;no;cellular;jul;mon;88;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
36;blue-collar;married;high.school;no;no;no;cellular;nov;thu;52;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
25;blue-collar;single;basic.9y;no;yes;yes;cellular;jul;thu;212;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
61;blue-collar;married;high.school;no;no;no;cellular;oct;wed;108;1;999;0;nonexistent;-3.4;92.431;-26.9;0.7240000000000001;5017.5;no;0
32;admin.;married;university.degree;no;no;no;cellular;may;mon;166;3;12;2;failure;-1.8;92.89299999999999;-46.2;1.264;5099.1;no;0
27;admin.;single;high.school;no;yes;no;cellular;may;fri;340;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
31;admin.;divorced;university.degree;no;yes;no;telephone;nov;tue;51;1;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no;0
32;admin.;married;university.degree;no;yes;no;telephone;may;thu;70;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
45;housemaid;married;basic.4y;no;no;no;cellular;aug;thu;76;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
27;blue-collar;single;basic.9y;no;no;no;cellular;may;fri;641;6;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
32;admin.;single;university.degree;no;no;no;telephone;may;tue;389;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
27;admin.;married;university.degree;no;no;no;cellular;aug;thu;312;3;6;1;success;-1.7;94.027;-38.3;0.899;4991.6;yes;1
33;management;married;basic.9y;no;no;yes;cellular;apr;fri;71;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
43;technician;single;professional.course;no;yes;no;telephone;jun;wed;184;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
41;blue-collar;married;basic.9y;no;yes;no;cellular;jul;tue;60;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
43;self-employed;married;university.degree;no;yes;no;cellular;mar;wed;239;1;999;0;nonexistent;-1.8;93.369;-34.8;0.6509999999999999;5008.7;yes;1
33;admin.;single;university.degree;no;no;no;cellular;jun;wed;206;1;3;1;success;-1.7;94.055;-39.8;0.715;4991.6;yes;1
76;retired;divorced;professional.course;no;yes;no;cellular;dec;thu;956;1;999;0;nonexistent;-3.0;92.713;-33.0;0.7070000000000001;5023.5;no;0
27;blue-collar;married;basic.9y;unknown;no;no;telephone;may;mon;484;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
38;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;thu;396;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
33;blue-collar;married;high.school;no;no;no;cellular;jul;mon;69;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
28;blue-collar;single;basic.9y;no;no;no;cellular;jul;thu;302;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no;0
49;technician;single;university.degree;unknown;yes;no;telephone;may;wed;56;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
49;management;divorced;high.school;unknown;yes;no;telephone;may;mon;145;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
35;services;single;high.school;no;no;yes;telephone;may;tue;198;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
57;blue-collar;married;basic.4y;no;yes;no;cellular;jul;mon;76;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
40;admin.;single;university.degree;no;yes;yes;cellular;apr;mon;8;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
29;admin.;single;university.degree;no;no;no;cellular;aug;wed;256;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
29;technician;single;university.degree;no;no;no;cellular;jul;wed;159;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;no;0
41;self-employed;divorced;university.degree;unknown;yes;no;telephone;jun;fri;39;5;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
31;blue-collar;married;basic.6y;no;yes;no;cellular;nov;fri;65;3;999;0;nonexistent;-3.4;92.649;-30.1;0.718;5017.5;no;0
26;blue-collar;married;basic.6y;no;no;no;cellular;may;mon;84;7;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;no;0
31;blue-collar;single;basic.9y;no;yes;no;cellular;jul;tue;442;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
31;services;married;high.school;no;no;yes;cellular;nov;thu;49;1;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
24;admin.;single;high.school;unknown;yes;no;cellular;jul;thu;282;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no;0
31;admin.;single;university.degree;no;no;no;cellular;aug;mon;65;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
31;services;married;basic.9y;no;yes;no;cellular;jul;mon;334;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
38;blue-collar;married;high.school;no;yes;no;telephone;jul;thu;125;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.966;5228.1;no;0
38;admin.;married;university.degree;no;no;no;cellular;aug;fri;111;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
30;blue-collar;married;basic.9y;no;yes;yes;telephone;may;fri;117;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
49;admin.;married;high.school;no;no;no;telephone;may;tue;157;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
34;technician;single;professional.course;no;no;no;telephone;may;wed;27;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
25;technician;single;professional.course;no;yes;no;cellular;may;tue;260;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;no;0
47;admin.;divorced;university.degree;no;no;no;telephone;may;mon;168;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
39;unemployed;single;high.school;no;yes;no;cellular;jul;fri;90;2;999;0;nonexistent;-1.7;94.215;-40.3;0.8959999999999999;4991.6;no;0
38;management;divorced;high.school;no;yes;no;cellular;nov;thu;149;3;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
38;blue-collar;married;basic.6y;no;no;no;cellular;jun;fri;346;2;5;3;success;-1.7;94.055;-39.8;0.7070000000000001;4991.6;no;0
42;blue-collar;married;basic.4y;no;no;no;telephone;jun;tue;110;4;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no;0
57;admin.;married;university.degree;unknown;yes;no;telephone;may;mon;506;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
41;technician;married;professional.course;no;yes;no;telephone;may;tue;107;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
49;housemaid;divorced;basic.6y;no;yes;no;telephone;may;wed;295;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
32;blue-collar;divorced;basic.6y;unknown;yes;no;telephone;jul;wed;104;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
32;blue-collar;single;basic.4y;no;no;no;cellular;nov;thu;113;1;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
34;technician;single;university.degree;no;no;no;cellular;sep;fri;155;4;999;1;failure;-1.1;94.199;-37.5;0.879;4963.6;no;0
36;blue-collar;single;basic.9y;no;no;no;telephone;jun;wed;377;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no;0
38;admin.;married;high.school;no;yes;no;cellular;oct;wed;108;1;999;0;nonexistent;-3.4;92.431;-26.9;0.742;5017.5;no;0
27;blue-collar;single;high.school;no;yes;no;telephone;jun;tue;56;5;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no;0
55;technician;married;professional.course;no;yes;yes;cellular;aug;mon;199;4;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
44;blue-collar;single;basic.6y;unknown;yes;no;cellular;jul;mon;229;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
32;blue-collar;single;basic.9y;no;no;no;telephone;may;tue;122;7;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
28;technician;divorced;professional.course;unknown;yes;no;telephone;may;thu;174;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
45;admin.;married;university.degree;no;no;no;cellular;nov;fri;319;1;999;3;failure;-1.1;94.76700000000001;-50.8;1.0490000000000002;4963.6;no;0
59;blue-collar;married;basic.4y;no;no;no;cellular;apr;mon;1397;3;999;1;failure;-1.8;93.749;-34.6;0.642;5008.7;yes;1
42;admin.;single;university.degree;no;yes;no;telephone;may;tue;72;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
55;admin.;married;high.school;unknown;yes;no;cellular;may;tue;139;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
54;blue-collar;married;basic.4y;no;yes;yes;cellular;aug;mon;484;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
37;admin.;married;university.degree;no;unknown;unknown;cellular;jun;fri;602;1;10;1;success;-1.7;94.055;-39.8;0.7190000000000001;4991.6;yes;1
57;admin.;divorced;basic.9y;no;no;no;telephone;may;tue;306;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
38;blue-collar;married;basic.6y;no;no;no;cellular;may;thu;35;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;no;0
