age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,client_id
49,self-employed,married,university.degree,unknown,yes,no,cellular,nov,fri,110,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,PMO9M
46,management,married,basic.9y,no,no,no,telephone,may,fri,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,VU8EJ
53,technician,married,university.degree,unknown,yes,yes,cellular,aug,mon,405,11,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,IC8IY
48,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,86,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3QEV6
32,blue-collar,married,high.school,no,yes,no,cellular,may,wed,394,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes,QHFTE
35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,118,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,YMXE1
32,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,184,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,OJJ0C
31,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,158,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,Q011Q
49,admin.,married,high.school,no,yes,no,cellular,jul,mon,69,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,8PGZV
57,management,married,university.degree,no,yes,no,telephone,may,fri,268,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,SQDQ4
36,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,P0XL1
55,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,XD3OQ
37,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,279,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,5S1J9
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,XA6JL
37,admin.,single,university.degree,no,no,no,cellular,jul,fri,188,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,TDUYH
49,entrepreneur,married,university.degree,no,yes,no,cellular,apr,mon,48,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0ILF3
46,admin.,married,high.school,no,yes,no,cellular,nov,mon,622,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,2NJLN
24,technician,married,professional.course,no,yes,no,cellular,may,mon,342,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,R6QAQ
49,retired,married,basic.4y,unknown,yes,no,cellular,may,tue,148,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,UKUJB
32,technician,married,professional.course,no,yes,no,telephone,jun,mon,226,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,O2QXE
29,services,single,basic.9y,unknown,yes,no,cellular,apr,thu,105,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,466DB
37,services,married,high.school,no,yes,yes,cellular,may,thu,436,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0BRR8
26,services,single,high.school,no,yes,no,cellular,may,thu,177,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,2S1ZM
28,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,113,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,NYGMU
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,477,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,SFMSK
35,entrepreneur,married,university.degree,no,no,no,cellular,may,fri,270,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,QCJS8
31,blue-collar,married,basic.9y,no,no,yes,cellular,may,tue,183,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,7CRWL
40,admin.,single,high.school,no,no,no,telephone,may,tue,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,PHNJ3
44,blue-collar,married,university.degree,no,yes,no,cellular,apr,thu,397,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,FTI8K
27,student,single,high.school,no,yes,no,cellular,jul,fri,100,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,CGTB4
59,retired,married,high.school,unknown,yes,no,cellular,jul,wed,81,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,RHBRY
53,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,453,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,HL2JU
43,admin.,divorced,high.school,no,yes,no,cellular,apr,thu,448,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,yes,N4MZ1
35,admin.,married,university.degree,no,no,no,telephone,may,wed,41,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,G2SFS
48,management,divorced,university.degree,unknown,no,no,cellular,may,thu,86,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,W02EZ
29,blue-collar,married,high.school,no,yes,yes,telephone,may,wed,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,G46L9
59,self-employed,married,university.degree,no,yes,no,cellular,may,tue,61,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,ZH35H
34,technician,single,university.degree,no,yes,no,cellular,mar,mon,171,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,5099.1,no,6UQXC
44,blue-collar,divorced,unknown,no,no,yes,telephone,jun,mon,73,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,0KWUS
50,admin.,single,university.degree,no,yes,no,telephone,may,tue,169,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,PUXZ4
40,technician,married,professional.course,unknown,yes,no,telephone,may,tue,284,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,HG3FF
42,admin.,single,university.degree,unknown,yes,no,telephone,may,thu,814,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,J77MH
35,technician,married,professional.course,no,yes,no,telephone,may,tue,278,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3Z2P1
49,services,divorced,basic.6y,unknown,yes,yes,cellular,jul,fri,112,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,2GDK8
39,admin.,married,university.degree,no,yes,no,cellular,nov,tue,305,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,IWTYN
35,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,72,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,WCYR5
42,services,married,professional.course,no,yes,no,cellular,may,thu,103,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,DGP2O
56,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,tue,536,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,71DIP
45,management,married,basic.9y,no,yes,no,cellular,nov,wed,363,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,2ISCK
30,entrepreneur,single,high.school,no,no,no,telephone,may,tue,77,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,ZBM7F
31,services,single,high.school,no,no,yes,telephone,jul,mon,1425,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,O1GHH
58,technician,divorced,basic.9y,no,no,no,cellular,may,mon,128,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,A5OTK
36,services,married,high.school,no,no,no,cellular,jul,wed,65,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,KSNE5
51,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,139,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,02A4G
51,management,married,university.degree,no,yes,no,cellular,nov,fri,289,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,RPZKS
35,admin.,single,high.school,no,yes,no,cellular,may,fri,7,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,MD381
26,self-employed,single,university.degree,no,yes,no,cellular,jun,fri,175,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no,RWXKT
30,services,married,university.degree,unknown,no,yes,telephone,jun,mon,87,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,FXKPG
38,technician,married,university.degree,no,no,no,cellular,mar,tue,59,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no,2W754
25,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,361,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,L27DG
29,admin.,single,high.school,no,no,no,cellular,may,fri,167,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,X3N5G
30,admin.,single,university.degree,no,yes,no,telephone,jun,thu,316,1,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,no,ULQOV
34,admin.,single,university.degree,no,no,yes,cellular,aug,tue,543,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,no,91EHK
54,services,married,unknown,no,no,no,telephone,may,mon,400,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,FMF2E
37,technician,married,university.degree,no,yes,no,telephone,sep,tue,773,1,3,2,success,-3.4,92.37899999999999,-29.8,0.755,5017.5,yes,NG3LM
52,technician,married,professional.course,no,yes,yes,telephone,nov,tue,285,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,8EOEM
32,blue-collar,divorced,basic.9y,no,yes,yes,cellular,nov,thu,215,6,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,1X7KF
32,technician,divorced,professional.course,no,yes,no,telephone,jul,wed,18,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,no,TR8NO
24,blue-collar,married,professional.course,no,no,no,cellular,jul,tue,240,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,PJ77X
41,blue-collar,divorced,basic.6y,no,no,no,telephone,jun,mon,66,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,X5R5P
35,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,fri,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,4TTZI
34,admin.,single,high.school,no,yes,no,cellular,jul,wed,271,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,G3N8A
33,management,married,university.degree,no,yes,yes,cellular,aug,mon,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,U48K0
48,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,155,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,RBEQQ
38,technician,married,professional.course,no,yes,no,telephone,may,fri,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,BZ1TP
23,student,single,high.school,no,yes,no,cellular,apr,thu,354,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,MO30R
29,services,married,high.school,no,yes,no,telephone,may,mon,87,6,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,UTI5I
31,management,single,university.degree,no,no,no,cellular,aug,mon,413,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,EWWT4
25,housemaid,married,basic.4y,no,no,no,telephone,jun,wed,362,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,ZVULF
38,management,married,university.degree,no,no,no,telephone,may,fri,461,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,LO0AK
44,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,wed,546,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,FGM2K
27,admin.,single,university.degree,unknown,no,yes,telephone,jul,tue,287,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,TN6TU
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1064,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,7BWAD
39,management,married,high.school,no,no,no,cellular,aug,thu,82,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,7FH3T
42,blue-collar,married,unknown,unknown,yes,yes,telephone,may,tue,264,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,UZRBH
51,services,married,high.school,unknown,no,yes,telephone,jun,wed,269,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,WJMXJ
34,admin.,married,university.degree,no,no,yes,cellular,aug,tue,128,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,WFG25
47,technician,married,professional.course,no,no,no,cellular,nov,tue,233,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,INLC9
49,blue-collar,single,high.school,no,yes,no,cellular,may,mon,430,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,NZT7N
30,technician,married,university.degree,unknown,yes,no,cellular,jul,tue,231,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,2NQNH
34,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,1491,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,L23S0
31,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,186,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0YOSW
36,technician,married,university.degree,no,yes,no,cellular,jul,mon,174,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,L1RJG
33,admin.,married,high.school,unknown,yes,no,cellular,may,tue,17,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,JCFY7
40,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,141,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,04Z19
34,admin.,single,university.degree,no,yes,no,cellular,nov,wed,249,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,9RB7O
35,services,single,high.school,no,yes,yes,cellular,may,thu,332,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,FBCUM
55,technician,married,basic.9y,no,no,no,telephone,jun,mon,80,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,GL3V2
26,admin.,single,university.degree,no,no,no,cellular,may,tue,135,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,L77OA
37,unemployed,single,professional.course,no,no,no,cellular,oct,fri,142,4,6,1,success,-1.1,94.601,-49.5,1.0290000000000001,4963.6,no,6HRX1
49,housemaid,married,professional.course,no,yes,no,telephone,jul,thu,645,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,CL2BX
51,technician,married,professional.course,no,no,yes,cellular,sep,fri,520,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes,1DEAF
53,management,divorced,university.degree,no,unknown,unknown,telephone,jun,wed,636,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,2DWVI
38,technician,married,professional.course,no,no,no,cellular,may,tue,371,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,0DP0O
54,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,fri,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,IXBFW
28,services,single,high.school,no,no,no,telephone,jun,mon,689,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,UQDQD
30,blue-collar,single,basic.9y,unknown,no,yes,telephone,may,mon,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,DSTXT
25,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,RMZIO
40,services,married,basic.6y,unknown,no,no,telephone,may,mon,199,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,6IP0R
26,unemployed,single,university.degree,no,yes,no,telephone,apr,tue,300,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,GM04C
51,admin.,married,university.degree,no,no,no,cellular,nov,tue,143,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,DR0VZ
41,services,divorced,high.school,no,yes,no,cellular,jul,tue,77,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,YKHTI
53,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,13,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,T4SPR
29,technician,married,professional.course,no,yes,no,cellular,aug,fri,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,53PBK
26,student,single,basic.9y,no,yes,no,cellular,mar,mon,712,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,KF0P5
24,student,single,high.school,unknown,no,no,cellular,jun,mon,190,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,no,6RDSW
30,blue-collar,single,basic.6y,no,no,no,cellular,may,fri,92,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,4JMXU
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,59,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,NZ72B
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,226,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,N576R
43,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,209,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2Z0K2
56,retired,married,professional.course,no,yes,no,cellular,aug,thu,384,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,P12PO
49,technician,married,professional.course,no,no,no,telephone,may,fri,146,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7BLY8
25,services,single,unknown,no,yes,yes,telephone,may,thu,175,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,996SP
52,admin.,married,high.school,no,no,no,cellular,nov,fri,165,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,Y4SFF
45,blue-collar,married,illiterate,unknown,no,yes,telephone,may,fri,333,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,F6RDY
40,management,single,university.degree,no,yes,no,cellular,may,fri,52,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,V7J4L
43,self-employed,single,university.degree,no,yes,no,cellular,may,mon,445,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,BMC1P
36,admin.,married,university.degree,no,yes,no,cellular,aug,wed,90,1,999,2,failure,-2.9,92.20100000000001,-31.4,0.879,5076.2,no,6UNS0
34,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,85KKM
57,management,single,basic.9y,no,no,no,telephone,jun,fri,229,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,D760I
21,admin.,single,high.school,no,no,no,cellular,jun,mon,173,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,N7C3I
37,self-employed,divorced,university.degree,no,yes,yes,telephone,may,mon,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,OTOYX
39,technician,divorced,high.school,no,yes,yes,cellular,aug,tue,156,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,EY223
36,admin.,married,university.degree,no,yes,no,cellular,aug,wed,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,ANGE0
50,housemaid,married,basic.4y,unknown,yes,no,telephone,may,tue,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,SYBXW
41,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,mon,239,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,CVL6R
27,technician,single,professional.course,no,no,no,cellular,jul,mon,331,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,DZ38E
36,technician,single,professional.course,no,no,no,cellular,may,wed,45,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,2PW1G
44,admin.,married,university.degree,no,yes,no,cellular,jun,fri,133,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no,VK494
31,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,97,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,WRGWM
35,housemaid,single,professional.course,no,yes,yes,cellular,aug,mon,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,6REJY
39,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,347,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,HNMZG
30,services,single,high.school,no,no,no,telephone,may,thu,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,1FFI3
29,technician,married,professional.course,no,no,no,telephone,jun,fri,29,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,S9OXD
56,entrepreneur,married,unknown,unknown,no,yes,telephone,jun,thu,192,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,TE1FJ
47,technician,married,university.degree,no,yes,no,cellular,aug,wed,345,7,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,P0F6W
52,self-employed,single,university.degree,unknown,yes,no,telephone,may,mon,37,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,7J32Q
42,management,married,university.degree,no,no,no,telephone,jun,tue,236,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Y1UF6
58,retired,married,professional.course,no,no,no,cellular,aug,wed,135,7,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,MEN8Z
42,self-employed,married,university.degree,no,no,no,telephone,jul,wed,185,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,29OD5
46,services,divorced,basic.9y,no,yes,no,cellular,may,wed,403,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,6AI2V
28,services,married,high.school,no,yes,no,cellular,nov,wed,223,3,999,2,failure,-1.1,94.76700000000001,-50.8,1.048,4963.6,no,IYLG7
28,admin.,single,university.degree,no,yes,no,cellular,may,wed,69,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,FG7K3
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,89,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,40PWJ
50,housemaid,married,unknown,no,yes,no,cellular,jul,wed,58,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,DKWIY
49,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,thu,256,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,K9HKR
36,technician,married,professional.course,no,yes,no,cellular,may,wed,731,1,10,1,success,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes,KRVWW
37,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,116,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,1GD27
33,admin.,single,high.school,no,yes,no,cellular,aug,fri,1088,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,yes,LYY93
29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,KOS0C
80,retired,married,illiterate,unknown,yes,yes,cellular,aug,tue,125,1,6,1,success,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,M8WNK
32,entrepreneur,married,high.school,unknown,yes,no,telephone,may,mon,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,IUULM
30,admin.,married,university.degree,no,no,no,telephone,may,fri,294,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,3IY07
31,technician,married,high.school,unknown,yes,yes,telephone,may,tue,234,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,GW3TA
30,blue-collar,single,high.school,no,yes,no,cellular,jun,wed,88,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,O64FL
32,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,JA3FA
36,technician,married,professional.course,no,yes,no,cellular,apr,fri,17,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,A9W93
47,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,LMUVV
33,technician,single,professional.course,no,no,no,cellular,jul,tue,115,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,LHA33
34,entrepreneur,married,high.school,no,no,yes,cellular,nov,fri,429,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,GLAN0
49,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,311,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,PYWEU
33,technician,married,university.degree,no,no,no,cellular,jul,thu,89,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,Q0B2S
45,blue-collar,single,basic.9y,no,no,yes,cellular,oct,tue,204,2,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,yes,6XPYS
52,housemaid,married,basic.4y,no,no,no,telephone,may,thu,249,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,CRRJB
46,self-employed,married,university.degree,no,yes,no,cellular,aug,wed,165,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,T7I1U
26,technician,married,university.degree,no,no,no,telephone,may,mon,523,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,PHK21
33,admin.,married,high.school,no,no,no,cellular,aug,tue,210,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,1PR5H
58,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,tue,451,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,KMPS9
59,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,416,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,GUAU3
36,blue-collar,single,basic.4y,no,yes,no,telephone,jun,thu,182,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no,FOJVY
28,technician,married,university.degree,no,no,no,cellular,may,mon,41,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,SQLJF
48,admin.,married,high.school,no,no,no,cellular,nov,wed,1061,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes,TR6QX
